row_index,d_confirm_time,timeframe,pattern_type,outcome,result_r,reached_tp1,reached_tp2,tp2_score,target,test_start,test_end,atr_percent,d_extreme_time,entry_time,tp1_r,tp2_r,mss_any_wick_160,mss_any_close_160,mss_before_entry_wick_160,mss_before_entry_close_160,mss_bars_wick_160,mss_bars_close_160,mss_break_pct_160
4212,2025-01-02 11:15:00,15m,bearish,tp2,2.548913600914537,1,1,0.299679009070618,reached_tp2,2025-01-01,2025-04-01,0.2809062760745862,2025-01-02 11:00:00,2025-01-02 11:45:00,3.332608944173717,2.0,1,1,1,1,4,4,0.07325286224938828
4213,2025-01-02 11:15:00,15m,bearish,tp2,2.861450577968889,1,1,0.2876482212619437,reached_tp2,2025-01-01,2025-04-01,0.2809062760745862,2025-01-02 11:00:00,2025-01-02 11:45:00,3.957557908489559,2.0,1,1,1,1,4,4,0.07325286224938828
4214,2025-01-02 13:30:00,30m,bearish,sl_before_tp1,-1.1311481116284308,0,0,0.2795873153937542,reached_tp2,2025-01-01,2025-04-01,0.3783874757086359,2025-01-02 13:00:00,2025-01-02 14:30:00,4.658178071780451,2.0,1,1,1,1,9,9,0.12032074487031566
4215,2025-01-02 13:30:00,30m,bearish,sl_before_tp1,-1.1311481116284308,0,0,0.3052258923068491,reached_tp2,2025-01-01,2025-04-01,0.3783874757086359,2025-01-02 13:00:00,2025-01-02 14:30:00,3.2435123434201483,2.0,1,1,1,1,9,9,0.12032074487031566
4216,2025-01-02 15:00:00,1h,bearish,sl_before_tp1,-1.077809896574606,0,0,0.2769532152603819,reached_tp2,2025-01-01,2025-04-01,0.649837518398162,2025-01-02 14:00:00,2025-01-02 16:00:00,4.264029585967542,2.0,1,1,1,1,0,0,0.5114938296064696
4217,2025-01-02 15:00:00,30m,bearish,sl_before_tp1,-1.104199451175235,0,0,0.2786875355670514,reached_tp2,2025-01-01,2025-04-01,0.5068391912275493,2025-01-02 14:30:00,2025-01-02 16:00:00,3.757553984330252,2.0,0,0,0,0,999,999,0.0
4218,2025-01-02 15:00:00,1h,bearish,sl_before_tp1,-1.077809896574606,0,0,0.3330666664852574,reached_tp2,2025-01-01,2025-04-01,0.649837518398162,2025-01-02 14:00:00,2025-01-02 16:00:00,5.041459827922175,2.0,1,1,1,1,0,0,0.5114938296064696
4219,2025-01-02 17:30:00,30m,bearish,sl_before_tp1,-1.084343222222223,0,0,0.3002458435359857,reached_tp2,2025-01-01,2025-04-01,0.6387076365801613,2025-01-02 16:30:00,2025-01-02 18:30:00,1.76224279835392,2.0,0,0,0,0,999,999,0.0
4220,2025-01-02 21:00:00,15m,bearish,no_fill,0.0,0,0,0.0660405691597635,reached_tp2,2025-01-01,2025-04-01,0.4033271031609259,2025-01-02 20:15:00,,0.0,0.0,1,1,0,0,10,10,0.12668849438128002
4221,2025-01-02 22:00:00,30m,bearish,no_fill,0.0,0,0,0.0578357976933652,reached_tp2,2025-01-01,2025-04-01,0.6169947306247597,2025-01-02 20:00:00,,0.0,0.0,1,1,0,0,13,16,0.04404832966264219
4222,2025-01-03 01:00:00,1h,bearish,sl_before_tp1,-1.058855887104567,0,0,0.2187208050703206,reached_tp2,2025-01-01,2025-04-01,0.773753966084865,2025-01-02 20:00:00,2025-01-03 15:00:00,0.991984904581504,1.346012493745969,1,1,1,1,13,16,0.04404832966264219
4223,2025-01-03 04:00:00,4h,bearish,sl_before_tp1,-1.0401401160620956,0,0,0.378957141640539,reached_tp2,2025-01-01,2025-04-01,1.086307823570869,2025-01-02 20:00:00,2025-01-03 12:00:00,3.011423504793429,2.0,1,1,1,1,13,16,0.04404832966264219
4224,2025-01-03 09:15:00,15m,bullish,no_fill,0.0,0,0,0.0539101893832221,reached_tp2,2025-01-01,2025-04-01,0.2068651410797592,2025-01-03 09:00:00,,0.0,0.0,1,1,0,0,2,2,0.006749733385531271
4225,2025-01-03 09:30:00,30m,bullish,no_fill,0.0,0,0,0.0500910523148958,reached_tp2,2025-01-01,2025-04-01,0.2652673411067719,2025-01-03 09:00:00,,0.0,0.0,1,1,0,0,2,2,0.006749733385531271
4226,2025-01-03 14:45:00,15m,bearish,sl_before_tp1,-1.1709267277289803,0,0,0.2746005607382095,reached_tp2,2025-01-01,2025-04-01,0.2990603318125965,2025-01-03 14:30:00,2025-01-03 15:00:00,2.0965746549560182,2.0,0,0,0,0,999,999,0.0
4227,2025-01-03 14:45:00,15m,bearish,sl_before_tp1,-1.1709267277289803,0,0,0.2772578705799557,reached_tp2,2025-01-01,2025-04-01,0.2990603318125965,2025-01-03 14:30:00,2025-01-03 15:00:00,1.920330405687941,2.0,0,0,0,0,999,999,0.0
4228,2025-01-03 16:30:00,30m,bearish,sl_before_tp1,-1.1110198591140106,0,0,0.2419429038620223,reached_tp2,2025-01-01,2025-04-01,0.4646179858784755,2025-01-03 16:00:00,2025-01-03 17:00:00,3.2214564302128377,2.0,0,0,0,0,999,999,0.0
4229,2025-01-03 16:30:00,30m,bearish,sl_before_tp1,-1.1110198591140106,0,0,0.2880482885699143,reached_tp2,2025-01-01,2025-04-01,0.4646179858784755,2025-01-03 16:00:00,2025-01-03 17:00:00,2.846664005233387,2.0,0,0,0,0,999,999,0.0
4230,2025-01-03 16:45:00,15m,bearish,sl_before_tp1,-1.1043865049006625,0,0,0.3212395541610321,reached_tp2,2025-01-01,2025-04-01,0.4796087249167979,2025-01-03 16:15:00,2025-01-03 17:15:00,2.6394066225165536,2.0,0,0,0,0,999,999,0.0
4231,2025-01-03 16:45:00,15m,bearish,sl_before_tp1,-1.1043865049006625,0,0,0.3039645900758304,reached_tp2,2025-01-01,2025-04-01,0.4796087249167979,2025-01-03 16:15:00,2025-01-03 17:15:00,2.5629386313465705,2.0,0,0,0,0,999,999,0.0
4232,2025-01-04 01:30:00,15m,bullish,tp2,2.8263513871239136,1,1,0.3535033998920543,reached_tp2,2025-01-01,2025-04-01,0.1660882144700773,2025-01-04 01:15:00,2025-01-04 02:00:00,4.03550298494491,2.0,1,1,1,0,5,16,0.04121511125529005
4233,2025-01-04 01:30:00,15m,bullish,tp2,2.1997601696493496,1,1,0.3454386399257045,reached_tp2,2025-01-01,2025-04-01,0.1660882144700773,2025-01-04 01:15:00,2025-01-04 02:00:00,2.782069863371468,2.0,1,1,1,0,5,16,0.04121511125529005
4234,2025-01-04 03:15:00,15m,bearish,tp2,1.6475501810222657,1,1,0.2898311253044649,reached_tp2,2025-01-01,2025-04-01,0.1780295661968191,2025-01-04 02:45:00,2025-01-04 03:30:00,1.7184052186601486,1.9534509248529852,1,1,0,0,76,76,0.06337524276806705
4235,2025-01-04 08:30:00,30m,bearish,sl_before_tp1,-1.217610228637307,0,0,0.151467984209261,reached_tp2,2025-01-01,2025-04-01,0.2306777211753209,2025-01-04 07:00:00,2025-01-04 19:00:00,1.1039741756974837,1.3544699100760649,1,1,1,1,22,22,0.10673120877684736
4236,2025-01-04 10:00:00,15m,bullish,tp2,2.0457193443242017,1,1,0.3279028123721806,reached_tp2,2025-01-01,2025-04-01,0.1789977704440808,2025-01-04 09:45:00,2025-01-04 15:30:00,2.4604570995325346,2.0,1,1,1,1,32,49,0.05044805841353538
4237,2025-01-04 15:30:00,15m,bearish,sl_before_tp1,-1.266302609482995,0,0,0.1004206731940099,reached_tp2,2025-01-01,2025-04-01,0.1905712321454745,2025-01-04 15:15:00,2025-01-04 17:45:00,0.5086608189498694,0.8649565463438394,1,1,1,1,2,2,0.3164078463424572
4238,2025-01-04 19:30:00,15m,bearish,sl_before_tp1,-1.309627214659918,0,0,0.3186797955705966,reached_tp2,2025-01-01,2025-04-01,0.1519434623829824,2025-01-04 19:15:00,2025-01-04 20:00:00,2.8150036350009207,2.0,1,1,0,0,154,156,0.005926955384335374
4239,2025-01-04 20:15:00,15m,bearish,sl_before_tp1,-1.2931780004393238,0,0,0.3220077306873514,reached_tp2,2025-01-01,2025-04-01,0.1724054339428967,2025-01-04 20:00:00,2025-01-04 20:30:00,2.573785792736888,2.0,1,1,0,0,67,67,0.04813089973170806
4240,2025-01-04 21:15:00,15m,bearish,no_fill,0.0,0,0,0.0498712325074048,reached_tp2,2025-01-01,2025-04-01,0.192780867458059,2025-01-04 21:00:00,,0.0,0.0,1,1,0,0,8,8,0.047582929522363884
4241,2025-01-04 21:15:00,15m,bearish,no_fill,0.0,0,0,0.0519616804679859,reached_tp2,2025-01-01,2025-04-01,0.192780867458059,2025-01-04 21:00:00,,0.0,0.0,1,1,0,0,8,8,0.047582929522363884
