row_index,d_confirm_time,timeframe,pattern_type,outcome,result_r,reached_tp1,reached_tp2,tp2_score,target,test_start,test_end,atr_percent,d_extreme_time,entry_time,tp1_r,tp2_r,mss_any_wick_160,mss_any_close_160,mss_before_entry_wick_160,mss_before_entry_close_160,mss_bars_wick_160,mss_bars_close_160,mss_break_pct_160
5971,2025-06-08 14:00:00,30m,bearish,sl_before_tp1,-1.216812437526596,0,0,0.2812579491131812,reached_tp2,2025-04-01,2025-07-01,0.2385636727003488,2025-06-08 13:30:00,2025-06-08 15:00:00,4.428382075758423,2.0,1,1,1,0,5,118,0.05286303547507849
5972,2025-06-08 14:00:00,1h,bearish,sl_before_tp1,-1.170968365161133,0,0,0.276672846543419,reached_tp2,2025-04-01,2025-07-01,0.2904300512340096,2025-06-08 13:00:00,2025-06-08 15:00:00,2.697553612076181,2.0,1,0,0,0,155,999,0.07188240872451675
5973,2025-06-08 14:00:00,30m,bearish,sl_before_tp1,-1.216812437526596,0,0,0.2629754165157595,reached_tp2,2025-04-01,2025-07-01,0.2385636727003488,2025-06-08 13:30:00,2025-06-08 15:00:00,1.9938955432601464,2.0,1,1,1,0,5,118,0.05286303547507849
5974,2025-06-08 17:45:00,15m,bearish,sl_before_tp1,-1.2801681618002978,0,0,0.3084557581875178,reached_tp2,2025-04-01,2025-07-01,0.1696418550689146,2025-06-08 17:30:00,2025-06-08 18:15:00,4.135258493746954,2.0,1,1,1,1,5,5,0.07060043359411271
5975,2025-06-08 22:00:00,30m,bearish,sl_before_tp1,-1.2554788241740893,0,0,0.2467693580275505,reached_tp2,2025-04-01,2025-07-01,0.2018200340730562,2025-06-08 21:30:00,2025-06-09 09:30:00,3.938219659127596,2.0,1,1,1,1,6,6,0.07351638284316127
5976,2025-06-08 22:00:00,15m,bearish,no_fill,0.0,0,0,0.0416201736954761,reached_tp2,2025-04-01,2025-07-01,0.1187703735003442,2025-06-08 21:45:00,,0.0,0.0,1,1,0,0,3,3,0.13112283345892717
5977,2025-06-09 10:30:00,30m,bearish,sl_before_tp1,-1.1689654540086956,0,0,0.3139836784343623,reached_tp2,2025-04-01,2025-07-01,0.2894043782146145,2025-06-09 10:00:00,2025-06-09 11:00:00,4.553704391749609,2.0,0,0,0,0,999,999,0.0
5978,2025-06-09 10:30:00,30m,bearish,sl_before_tp1,-1.1689654540086956,0,0,0.3337889622684817,reached_tp2,2025-04-01,2025-07-01,0.2894043782146145,2025-06-09 10:00:00,2025-06-09 11:00:00,6.397060642626524,2.0,0,0,0,0,999,999,0.0
5979,2025-06-09 10:30:00,30m,bearish,sl_before_tp1,-1.1689654540086956,0,0,0.2704803809669591,reached_tp2,2025-04-01,2025-07-01,0.2894043782146145,2025-06-09 10:00:00,2025-06-09 11:00:00,4.622326065197989,2.0,0,0,0,0,999,999,0.0
5980,2025-06-09 10:30:00,15m,bearish,sl_before_tp1,-1.2011518505074334,0,0,0.2822805288381276,reached_tp2,2025-04-01,2025-07-01,0.243709302365881,2025-06-09 10:15:00,2025-06-09 10:45:00,4.040748264913928,2.0,0,0,0,0,999,999,0.0
5981,2025-06-09 10:30:00,15m,bearish,sl_before_tp1,-1.2011518505074334,0,0,0.2375290239388745,reached_tp2,2025-04-01,2025-07-01,0.243709302365881,2025-06-09 10:15:00,2025-06-09 10:45:00,5.72577026680773,2.0,0,0,0,0,999,999,0.0
5982,2025-06-09 13:00:00,1h,bearish,sl_before_tp1,-1.1139506168647415,0,0,0.2886897723505323,reached_tp2,2025-04-01,2025-07-01,0.4791351995267094,2025-06-09 12:00:00,2025-06-09 14:00:00,3.453782305225404,2.0,1,1,1,1,19,19,0.17639839759806358
5983,2025-06-09 13:00:00,1h,bearish,sl_before_tp1,-1.1139506168647415,0,0,0.3057880795214608,reached_tp2,2025-04-01,2025-07-01,0.4791351995267094,2025-06-09 12:00:00,2025-06-09 14:00:00,4.692944727409893,2.0,1,1,1,1,19,19,0.17639839759806358
5984,2025-06-09 13:00:00,1h,bearish,sl_before_tp1,-1.1139506168647415,0,0,0.2536617049747997,reached_tp2,2025-04-01,2025-07-01,0.4791351995267094,2025-06-09 12:00:00,2025-06-09 14:00:00,3.499911966295637,2.0,1,1,1,1,19,19,0.17639839759806358
5985,2025-06-10 01:00:00,1h,bearish,tp2,2.7799162181133648,1,1,0.3185553981642365,reached_tp2,2025-04-01,2025-07-01,0.6025002118591944,2025-06-09 21:00:00,2025-06-10 19:00:00,3.6520460138525217,2.0,0,0,0,0,999,999,0.0
5986,2025-06-10 02:45:00,15m,bullish,sl_before_tp1,-1.1886698327037235,0,0,0.3307067445891147,reached_tp2,2025-04-01,2025-07-01,0.2271395792427454,2025-06-10 02:00:00,2025-06-10 03:00:00,2.5922647958265705,2.0,1,0,0,0,136,999,0.0050979860224068035
5987,2025-06-10 04:00:00,4h,bearish,tp2,3.262467810373064,1,1,0.3441617951526305,reached_tp2,2025-04-01,2025-07-01,0.8675936805688244,2025-06-09 20:00:00,2025-06-10 16:00:00,4.6012824552558325,2.0,0,0,0,0,999,999,0.0
5988,2025-06-10 08:00:00,15m,bullish,tp2,1.596870761067935,1,1,0.2969865900028131,reached_tp2,2025-04-01,2025-07-01,0.2042599137907902,2025-06-10 07:45:00,2025-06-10 08:15:00,1.590813005551144,1.9268426116838488,1,1,0,0,26,42,0.012331413591044654
5989,2025-06-10 11:45:00,15m,bearish,tp2,1.869224593982684,1,1,0.2844195707351294,reached_tp2,2025-04-01,2025-07-01,0.1833495610556609,2025-06-10 11:30:00,2025-06-10 13:00:00,2.103503127792578,2.0,1,1,0,0,26,26,0.24899230487358273
5990,2025-06-10 14:00:00,15m,bullish,sl_before_tp1,-1.1913489325039297,0,0,0.2722630828430641,reached_tp2,2025-04-01,2025-07-01,0.2692865547212635,2025-06-10 13:45:00,2025-06-10 14:15:00,1.144092491360356,1.7924116870876825,1,1,0,0,68,68,0.2661741292219038
5991,2025-06-10 15:45:00,15m,bullish,tp2,1.644988775978837,1,1,0.322434812115842,reached_tp2,2025-04-01,2025-07-01,0.3780804326432553,2025-06-10 15:30:00,2025-06-10 17:45:00,1.4671073742247154,2.0,1,1,1,0,6,40,0.036456968868682466
5992,2025-06-10 16:00:00,1h,bullish,tp2,1.860860926706969,1,1,0.3046197716177498,reached_tp2,2025-04-01,2025-07-01,0.4938530117403201,2025-06-10 15:00:00,2025-06-10 17:00:00,1.855012274682796,2.0,1,1,1,1,2,2,0.17863735973063874
5993,2025-06-10 19:45:00,15m,bearish,tp2,2.6708562947073577,1,1,0.2627928393041948,reached_tp2,2025-04-01,2025-07-01,0.3227402051630073,2025-06-10 19:30:00,2025-06-10 20:45:00,3.5523536983298323,2.0,1,0,1,0,8,999,0.011718392383047616
5994,2025-06-10 19:45:00,15m,bearish,tp2,1.5388512411753985,1,1,0.254542690967893,reached_tp2,2025-04-01,2025-07-01,0.3227402051630073,2025-06-10 19:30:00,2025-06-10 20:45:00,1.4036466627974598,1.8851496399475711,1,0,1,0,8,999,0.011718392383047616
5995,2025-06-10 20:00:00,30m,bearish,tp2,0.9060360079197812,1,1,0.1469024457491721,reached_tp2,2025-04-01,2025-07-01,0.5587982972615918,2025-06-10 19:30:00,2025-06-10 20:30:00,0.7334676242756143,1.1939850622406611,1,0,1,0,8,999,0.011718392383047616
5996,2025-06-10 20:00:00,30m,bearish,tp2,1.8967370224705813,1,1,0.2806992814057537,reached_tp2,2025-04-01,2025-07-01,0.5587982972615918,2025-06-10 19:30:00,2025-06-10 20:30:00,1.9084585144522888,2.0,1,0,1,0,8,999,0.011718392383047616
5997,2025-06-11 00:15:00,15m,bearish,no_fill,0.0,0,0,0.0514608431824943,reached_tp2,2025-04-01,2025-07-01,0.2517278970793566,2025-06-10 23:45:00,,0.0,0.0,1,1,0,0,19,19,0.02710937400165129
5998,2025-06-11 00:15:00,15m,bearish,no_fill,0.0,0,0,0.0523636231365582,reached_tp2,2025-04-01,2025-07-01,0.2517278970793566,2025-06-10 23:45:00,,0.0,0.0,1,1,0,0,19,19,0.02710937400165129
5999,2025-06-11 10:45:00,15m,bullish,sl_before_tp1,-1.3244351973664847,0,0,0.3054455848639325,reached_tp2,2025-04-01,2025-07-01,0.1318772992281821,2025-06-11 10:00:00,2025-06-11 11:00:00,2.8613029158001013,2.0,1,1,1,0,9,30,0.014073875049573102
6000,2025-06-11 10:45:00,15m,bullish,sl_before_tp1,-1.3244351973664847,0,0,0.3034254369146476,reached_tp2,2025-04-01,2025-07-01,0.1318772992281821,2025-06-11 10:00:00,2025-06-11 11:00:00,2.3062832264058324,2.0,1,1,1,0,9,30,0.014073875049573102
6001,2025-06-11 14:45:00,15m,bearish,no_fill,0.0,0,0,0.0533148679102353,reached_tp2,2025-04-01,2025-07-01,0.3350791292195904,2025-06-11 14:30:00,,0.0,0.0,1,1,0,0,19,19,0.20431404684165907
6002,2025-06-11 15:00:00,30m,bearish,no_fill,0.0,0,0,0.0471990749846584,reached_tp2,2025-04-01,2025-07-01,0.3384627002282369,2025-06-11 14:30:00,,0.0,0.0,1,1,0,0,19,19,0.20431404684165907
6003,2025-06-11 15:00:00,30m,bearish,no_fill,0.0,0,0,0.0457448750124308,reached_tp2,2025-04-01,2025-07-01,0.3384627002282369,2025-06-11 14:30:00,,0.0,0.0,1,1,0,0,19,19,0.20431404684165907
6004,2025-06-11 18:45:00,15m,bullish,sl_before_tp1,-1.1658423796120947,0,0,0.2949139237734212,reached_tp2,2025-04-01,2025-07-01,0.2918626057243346,2025-06-11 18:30:00,2025-06-11 19:00:00,2.2797331084622683,2.0,1,1,0,0,32,32,0.12593153103575053
6005,2025-06-11 18:45:00,15m,bullish,sl_before_tp1,-1.1658423796120947,0,0,0.3241483302253349,reached_tp2,2025-04-01,2025-07-01,0.2918626057243346,2025-06-11 18:30:00,2025-06-11 19:00:00,3.620098220024128,2.0,1,1,0,0,32,32,0.12593153103575053
6006,2025-06-11 18:45:00,15m,bullish,sl_before_tp1,-1.1658423796120947,0,0,0.3154709759793816,reached_tp2,2025-04-01,2025-07-01,0.2918626057243346,2025-06-11 18:30:00,2025-06-11 19:00:00,1.5951284180778027,1.921349445039539,1,1,0,0,32,32,0.12593153103575053
6007,2025-06-11 21:00:00,30m,bullish,sl_before_tp1,-1.099310157053465,0,0,0.268321230442139,reached_tp2,2025-04-01,2025-07-01,0.4140648779333579,2025-06-11 18:30:00,2025-06-11 21:30:00,1.6296490215090362,2.0,1,1,1,1,32,32,0.12593153103575053
6008,2025-06-11 21:30:00,15m,bearish,no_fill,0.0,0,0,0.049273807594864,reached_tp2,2025-04-01,2025-07-01,0.2750112927818928,2025-06-11 21:00:00,,0.0,0.0,1,1,0,0,6,6,0.20455766245041887
6009,2025-06-12 03:45:00,15m,bullish,sl_before_tp1,-1.2022091874744072,0,0,0.3237729991624991,reached_tp2,2025-04-01,2025-07-01,0.2351527373206918,2025-06-12 03:15:00,2025-06-12 04:00:00,3.0797594227219296,2.0,0,0,0,0,999,999,0.0
6010,2025-06-12 05:00:00,30m,bullish,sl_before_tp1,-1.1336264341617066,0,0,0.2759222735098006,reached_tp2,2025-04-01,2025-07-01,0.3220303161404049,2025-06-12 04:00:00,2025-06-12 07:30:00,2.608831977445196,2.0,1,0,0,0,159,999,0.034339165437959326
6011,2025-06-12 05:00:00,30m,bullish,sl_before_tp1,-1.1336264341617066,0,0,0.2941387251364147,reached_tp2,2025-04-01,2025-07-01,0.3220303161404049,2025-06-12 04:00:00,2025-06-12 07:30:00,3.403861005694417,2.0,1,0,0,0,159,999,0.034339165437959326
6012,2025-06-12 05:00:00,30m,bullish,sl_before_tp1,-1.1336264341617066,0,0,0.2781279678241813,reached_tp2,2025-04-01,2025-07-01,0.3220303161404049,2025-06-12 04:00:00,2025-06-12 07:30:00,3.414248110845308,2.0,1,0,0,0,159,999,0.034339165437959326
6013,2025-06-12 12:30:00,15m,bullish,sl_before_tp1,-1.2743103218635985,0,0,0.2753660483416453,reached_tp2,2025-04-01,2025-07-01,0.1944536268289595,2025-06-12 11:45:00,2025-06-12 12:45:00,3.866106041396287,2.0,1,1,1,1,11,11,0.12539179107956272
6014,2025-06-12 12:30:00,15m,bullish,sl_before_tp1,-1.2743103218635985,0,0,0.2589091343491281,reached_tp2,2025-04-01,2025-07-01,0.1944536268289595,2025-06-12 11:45:00,2025-06-12 12:45:00,3.2117105628963074,2.0,1,1,1,1,11,11,0.12539179107956272
6015,2025-06-12 14:00:00,30m,bullish,tp2,2.182217432272895,1,1,0.2777822382191598,reached_tp2,2025-04-01,2025-07-01,0.314595176145239,2025-06-12 13:30:00,2025-06-12 15:30:00,2.575617930368329,2.0,1,1,1,1,4,6,0.03986555877135383
6016,2025-06-12 16:00:00,4h,bullish,sl_before_tp1,-1.0477690960869392,0,0,0.3644354335187508,reached_tp2,2025-04-01,2025-07-01,1.0672371873725317,2025-06-12 12:00:00,2025-06-12 20:00:00,2.3338740880351883,2.0,1,1,1,1,6,7,0.017639186245535773
6017,2025-06-12 18:15:00,15m,bearish,no_fill,0.0,0,0,0.0515672393592752,reached_tp2,2025-04-01,2025-07-01,0.3453590819593863,2025-06-12 17:45:00,,0.0,0.0,1,1,0,0,7,7,0.04284597428686181
6018,2025-06-12 18:15:00,15m,bearish,no_fill,0.0,0,0,0.0532568273014171,reached_tp2,2025-04-01,2025-07-01,0.3453590819593863,2025-06-12 17:45:00,,0.0,0.0,1,1,0,0,7,7,0.04284597428686181
6019,2025-06-12 18:30:00,30m,bearish,no_fill,0.0,0,0,0.0459833349237601,reached_tp2,2025-04-01,2025-07-01,0.4887905097167525,2025-06-12 17:30:00,,0.0,0.0,1,1,0,0,14,14,0.1265197229571032
6020,2025-06-13 00:45:00,15m,bullish,sl_before_tp1,-1.0925982516119377,0,0,0.2454352654192262,reached_tp2,2025-04-01,2025-07-01,0.5295771769444236,2025-06-13 00:30:00,2025-06-13 01:00:00,5.830403551181983,2.0,0,0,0,0,999,999,0.0
6021,2025-06-13 00:45:00,15m,bullish,sl_before_tp1,-1.0925982516119377,0,0,0.2453522984571955,reached_tp2,2025-04-01,2025-07-01,0.5295771769444236,2025-06-13 00:30:00,2025-06-13 01:00:00,6.480013135094709,2.0,0,0,0,0,999,999,0.0
6022,2025-06-13 01:30:00,30m,bullish,tp2,2.2764179948405303,1,1,0.268850589909492,reached_tp2,2025-04-01,2025-07-01,0.7735284763464898,2025-06-13 01:00:00,2025-06-13 02:30:00,2.637020947298212,2.0,1,1,0,0,27,27,0.10386351124003601
6023,2025-06-13 01:30:00,30m,bullish,tp2,2.399625052518626,1,1,0.26548205175633,reached_tp2,2025-04-01,2025-07-01,0.7735284763464898,2025-06-13 01:00:00,2025-06-13 02:30:00,2.8834843553360097,2.0,1,1,0,0,27,27,0.10386351124003601
6024,2025-06-13 01:30:00,30m,bullish,tp2,3.1408358849654854,1,1,0.2596235031475725,reached_tp2,2025-04-01,2025-07-01,0.7735284763464898,2025-06-13 01:00:00,2025-06-13 02:30:00,4.366202563871436,2.0,1,1,0,0,27,27,0.10386351124003601
6025,2025-06-13 03:00:00,1h,bullish,no_fill,0.0,0,0,0.0460060764936421,reached_tp2,2025-04-01,2025-07-01,0.965047976576856,2025-06-13 01:00:00,,0.0,0.0,1,1,0,0,27,27,0.10386351124003601
6026,2025-06-13 04:00:00,4h,bullish,no_fill,0.0,0,0,0.0529007689712611,reached_tp2,2025-04-01,2025-07-01,1.1539140808138448,2025-06-13 00:00:00,,0.0,0.0,0,0,0,0,999,999,0.0
6027,2025-06-13 14:45:00,15m,bullish,no_fill,0.0,0,0,0.0569686997206186,reached_tp2,2025-04-01,2025-07-01,0.3593412102774817,2025-06-13 14:30:00,,0.0,0.0,1,1,0,0,5,7,0.03516603323332537
6028,2025-06-13 15:00:00,30m,bullish,tp2,0.9920626288799086,1,1,0.1587891408353029,reached_tp2,2025-04-01,2025-07-01,0.480514388643967,2025-06-13 14:30:00,2025-06-13 18:30:00,0.8927615051712666,1.229426949314141,1,1,1,1,5,7,0.03516603323332537
6029,2025-06-13 17:15:00,15m,bearish,sl_before_tp1,-1.114181646354756,0,0,0.313783812208993,reached_tp2,2025-04-01,2025-07-01,0.4236557726610855,2025-06-13 16:15:00,2025-06-13 21:15:00,2.164025675653996,2.0,1,1,1,1,12,12,0.08621681199316453
6030,2025-06-13 17:15:00,15m,bearish,sl_before_tp1,-1.114181646354756,0,0,0.3047788258334805,reached_tp2,2025-04-01,2025-07-01,0.4236557726610855,2025-06-13 16:15:00,2025-06-13 21:15:00,3.2891094808090164,2.0,1,1,1,1,12,12,0.08621681199316453
6031,2025-06-14 17:00:00,15m,bullish,tp2,1.939553052674546,1,1,0.3067467636957091,reached_tp2,2025-04-01,2025-07-01,0.1566559870051355,2025-06-14 16:45:00,2025-06-14 18:30:00,2.3028076843103444,2.0,1,1,1,1,16,17,0.05428296402155118
6032,2025-06-14 17:00:00,15m,bullish,tp2,2.5742766905175083,1,1,0.3120893622821052,reached_tp2,2025-04-01,2025-07-01,0.1566559870051355,2025-06-14 16:45:00,2025-06-14 18:30:00,3.572508900239456,2.0,1,1,1,1,16,17,0.05428296402155118
6033,2025-06-14 18:00:00,30m,bullish,tp1_then_be,0.347173990101941,1,0,0.2588100209617466,reached_tp2,2025-04-01,2025-07-01,0.2273962858834352,2025-06-14 17:00:00,2025-06-14 18:30:00,1.088647989501644,1.9414896059759772,1,1,1,1,12,13,0.004108149421995711
6034,2025-06-15 01:15:00,15m,bearish,sl_before_tp1,-1.331069025190708,0,0,0.2439816497824866,reached_tp2,2025-04-01,2025-07-01,0.1321009245370348,2025-06-15 01:00:00,2025-06-15 02:00:00,3.7350177375734415,2.0,1,1,0,0,74,89,0.06815025753573334
6035,2025-06-15 06:15:00,15m,bearish,no_fill,0.0,0,0,0.0346745143705631,reached_tp2,2025-04-01,2025-07-01,0.125953266462533,2025-06-15 06:00:00,,0.0,0.0,1,1,0,0,4,4,0.10489732275145575
6036,2025-06-15 08:00:00,15m,bullish,sl_before_tp1,-1.323075272850998,0,0,0.2819128397198067,reached_tp2,2025-04-01,2025-07-01,0.1858914958933762,2025-06-15 07:00:00,2025-06-15 08:15:00,1.641544242202556,1.93094330924728,1,1,0,0,74,76,0.0069199166576502606
6037,2025-06-15 13:30:00,15m,bearish,sl_before_tp1,-1.2903454267616117,0,0,0.2734169292582642,reached_tp2,2025-04-01,2025-07-01,0.1656198091423702,2025-06-15 13:15:00,2025-06-15 13:45:00,2.6203957770685933,2.0,1,1,0,0,77,84,0.024755798331649623
6038,2025-06-15 19:45:00,15m,bullish,sl_before_tp1,-1.32122051039847,0,0,0.3133514839619419,reached_tp2,2025-04-01,2025-07-01,0.1487586255571671,2025-06-15 19:30:00,2025-06-15 20:00:00,3.3040372330251846,2.0,1,1,0,0,50,50,0.03847218063351293
6039,2025-06-15 21:15:00,15m,bullish,tp2,2.0342368343551565,1,1,0.3040334049618419,reached_tp2,2025-04-01,2025-07-01,0.2044386908233317,2025-06-15 21:00:00,2025-06-15 21:30:00,2.3984179307921627,2.0,1,1,0,0,12,14,0.05464449661374926
6040,2025-06-15 22:00:00,1h,bullish,no_fill,0.0,0,0,0.048179026163953,reached_tp2,2025-04-01,2025-07-01,0.3824048940439871,2025-06-15 21:00:00,,0.0,0.0,1,1,0,0,12,14,0.05464449661374926
6041,2025-06-15 22:00:00,30m,bullish,no_fill,0.0,0,0,0.0469318428221243,reached_tp2,2025-04-01,2025-07-01,0.2904872706359382,2025-06-15 21:00:00,,0.0,0.0,1,1,0,0,12,14,0.05464449661374926
6042,2025-06-15 22:00:00,30m,bullish,no_fill,0.0,0,0,0.0406672762411494,reached_tp2,2025-04-01,2025-07-01,0.2904872706359382,2025-06-15 21:00:00,,0.0,0.0,1,1,0,0,12,14,0.05464449661374926
6043,2025-06-16 05:45:00,15m,bearish,sl_before_tp1,-1.237299458991208,0,0,0.3061604205490197,reached_tp2,2025-04-01,2025-07-01,0.1929418151645154,2025-06-16 05:30:00,2025-06-16 06:15:00,6.419659787135585,2.0,0,0,0,0,999,999,0.0
